X inicial Newton,Y inicial Newton,X final Newton,Y final Newton,Valor final Newton,Iteraciones Newton,Tamaño de paso,X inicial Gradiente,Y inicial Gradiente,X final Gradiente,Y final Gradiente,Valor final Gradiente,Iteraciones Gradiente
-20,30,-2.903534027771177,2.7468027751538804,-64.19561235905536,11,0.001,-20,30,-2.928032126805943,2.697256604253577,-64.14988854693661,100
-20,40,-2.903534027771177,2.7468027710424963,-64.19561235905536,12,0.001,-20,40,-4.15120176739344,-3856200.426050375,1.1056263930326894e+26,4
-20,50,-2.903534027771177,2.7468028859466163,-64.19561235905516,12,0.001,-20,50,-4.15120176739344,-7602997937.783982,1.6707424032596097e+39,4
-20,60,-2.903534027771177,2.746802771044105,-64.19561235905536,13,0.001,-20,60,-4.15120176739344,-2109193506256.9722,9.895453597005684e+48,4
-20,70,-2.903534027771177,2.7468027856593227,-64.19561235905535,13,0.001,-20,70,-4.15120176739344,-200215364060510.25,8.034513947662454e+56,4
-20,80,-2.903534027771177,2.746803427444149,-64.19561235904905,13,0.001,-20,80,-4.23263676596875,1674685.641513624,3.932812045657241e+24,3
-20,90,-2.903534027771177,2.7468027710448357,-64.19561235905536,14,0.001,-20,90,-4.23263676596875,5102703.557121582,3.389778796513728e+26,3
-20,100,-2.903534027771177,2.7468027739191356,-64.19561235905536,14,0.001,-20,100,-4.23263676596875,13681498.455277592,1.7518812614364865e+28,3
-10,-100,-2.903534027771177,-2.9035340278944233,-78.33233140754282,14,0.001,-10,-100,-7.20792391796875,-13681390.347680788,1.7518258904757967e+28,3
-10,-90,-2.903534027771177,-2.9035340277723662,-78.33233140754282,14,0.001,-10,-90,-7.20792391796875,-5102647.5426145755,3.3896299548971134e+26,3
-10,-80,-2.903534027771177,-2.90353409422467,-78.33233140754277,13,0.001,-10,-80,-7.20792391796875,-1674658.989963672,3.93256169888885e+24,3
-10,-70,-2.903534027771177,-2.9035340285728535,-78.33233140754282,13,0.001,-10,-70,-6.576787331754026,200200705158382.1,8.03216119676164e+56,4
-10,-60,-2.903534027771177,-2.9035340277723476,-78.33233140754284,13,0.001,-10,-60,-6.576787331754026,2108937396507.3953,9.89064823310568e+48,4
-10,-50,-2.903534027771177,-2.9035340365431876,-78.33233140754282,12,0.001,-10,-50,-6.576787331754026,7601273044.929015,1.6692267531979668e+39,4
-10,-40,-2.903534027771177,-2.9035340277723063,-78.33233140754282,12,0.001,-10,-40,-6.576787331754026,3854166.1860699463,1.1032952586523657e+26,4
-10,-30,-2.903534027771177,-2.903534027956538,-78.33233140754284,11,0.001,-10,-30,-2.9416896113151987,-2.864122383960878,-78.28032966366393,100
-10,-20,-2.903534027771177,-2.9035340279356325,-78.33233140754282,10,0.001,-10,-20,-2.9416896113151987,-2.928032126805943,-78.29637073439343,100
-10,-10,-2.903534034260637,-2.903534034260637,-78.33233140754281,8,0.001,-10,-10,-2.9416896113151987,-2.9416896113151987,-78.28133644064854,100
-10,0,-2.903534034260637,0.1567312567803401,-38.970553344716045,8,0.001,-10,0,-2.9416896113151987,-0.5996323440811666,-43.451579346505405,100
-10,10,-2.903534034260637,2.746802861138448,-64.19561235905523,8,0.001,-10,10,-2.9416896113151987,2.8086540775187716,-64.11282110739432,100
-10,20,-2.903534027771177,2.7468027747526507,-64.19561235905536,10,0.001,-10,20,-2.9416896113151987,2.7895022503716413,-64.14300273655113,100
-10,30,-2.903534027771177,2.7468027751538804,-64.19561235905536,11,0.001,-10,30,-2.9416896113151987,2.697256604253577,-64.13485425319172,100
-10,40,-2.903534027771177,2.7468027710424963,-64.19561235905536,12,0.001,-10,40,-6.576787331754026,-3856200.426050375,1.1056263930326894e+26,4
-10,50,-2.903534027771177,2.7468028859466163,-64.19561235905516,12,0.001,-10,50,-6.576787331754026,-7602997937.783982,1.6707424032596097e+39,4
-10,60,-2.903534027771177,2.746802771044105,-64.19561235905536,13,0.001,-10,60,-6.576787331754026,-2109193506256.9722,9.895453597005684e+48,4
-10,70,-2.903534027771177,2.7468027856593227,-64.19561235905535,13,0.001,-10,70,-6.576787331754026,-200215364060510.25,8.034513947662454e+56,4
-10,80,-2.903534027771177,2.746803427444149,-64.19561235904905,13,0.001,-10,80,-7.20792391796875,1674685.641513624,3.932812045657241e+24,3
-10,90,-2.903534027771177,2.7468027710448357,-64.19561235905536,14,0.001,-10,90,-7.20792391796875,5102703.557121582,3.389778796513728e+26,3
-10,100,-2.903534027771177,2.7468027739191356,-64.19561235905536,14,0.001,-10,100,-7.20792391796875,13681498.455277592,1.7518812614364865e+28,3
0,-100,0.1567312567803401,-2.9035340278944233,-38.97055334471606,14,0.001,0,-100,-0.00503999996875,-13681390.347680788,1.7518258904757967e+28,3
0,-90,0.1567312567803401,-2.9035340277723662,-38.97055334471606,14,0.001,0,-90,-0.00503999996875,-5102647.5426145755,3.3896299548971134e+26,3
0,-80,0.1567312567803401,-2.90353409422467,-38.97055334471599,13,0.001,0,-80,-0.00503999996875,-1674658.989963672,3.93256169888885e+24,3
0,-70,0.1567312567803401,-2.9035340285728535,-38.970553344716045,13,0.001,0,-70,-0.007620639712201877,200200705158382.1,8.03216119676164e+56,4
0,-60,0.1567312567803401,-2.9035340277723476,-38.970553344716066,13,0.001,0,-60,-0.007620639712201877,2108937396507.3953,9.89064823310568e+48,4
0,-50,0.1567312567803401,-2.9035340365431876,-38.97055334471605,12,0.001,0,-50,-0.007620639712201877,7601273044.929015,1.6692267531979668e+39,4
0,-40,0.1567312567803401,-2.9035340277723063,-38.97055334471606,12,0.001,0,-40,-0.007620639712201877,3854166.1860699463,1.1032952586523657e+26,4
0,-30,0.1567312567803401,-2.903534027956538,-38.970553344716066,11,0.001,0,-30,-0.5996323440811666,-2.864122383960878,-43.45057256952079,100
0,-20,0.1567312567803401,-2.9035340279356325,-38.97055334471606,10,0.001,0,-20,-0.5996323440811666,-2.928032126805943,-43.4666136402503,100
0,-10,0.1567312567803401,-2.903534034260637,-38.970553344716045,8,0.001,0,-10,-0.5996323440811666,-2.9416896113151987,-43.451579346505405,100
0,0,0.15673124307009978,0.15673124307009978,0.39122471811071313,3,0.001,0,0,-0.5996323440811666,-0.5996323440811666,-8.621822252362263,100
0,10,0.1567312567803401,2.746802861138448,-24.833834296228467,8,0.001,0,10,-0.5996323440811666,2.8086540775187716,-29.283064013251188,100
0,20,0.1567312567803401,2.7468027747526507,-24.833834296228584,10,0.001,0,20,-0.5996323440811666,2.7895022503716413,-29.313245642407985,100
0,30,0.1567312567803401,2.7468027751538804,-24.833834296228584,11,0.001,0,30,-0.5996323440811666,2.697256604253577,-29.30509715904858,100
0,40,0.1567312567803401,2.7468027710424963,-24.833834296228588,12,0.001,0,40,-0.007620639712201877,-3856200.426050375,1.1056263930326894e+26,4
0,50,0.1567312567803401,2.7468028859466163,-24.833834296228392,12,0.001,0,50,-0.007620639712201877,-7602997937.783982,1.6707424032596097e+39,4
0,60,0.1567312567803401,2.746802771044105,-24.833834296228588,13,0.001,0,60,-0.007620639712201877,-2109193506256.9722,9.895453597005684e+48,4
0,70,0.1567312567803401,2.7468027856593227,-24.83383429622858,13,0.001,0,70,-0.007620639712201877,-200215364060510.25,8.034513947662454e+56,4
0,80,0.1567312567803401,2.746803427444149,-24.83383429622228,13,0.001,0,80,-0.00503999996875,1674685.641513624,3.932812045657241e+24,3
0,90,0.1567312567803401,2.7468027710448357,-24.833834296228584,14,0.001,0,90,-0.00503999996875,5102703.557121582,3.389778796513728e+26,3
0,100,0.1567312567803401,2.7468027739191356,-24.833834296228588,14,0.001,0,100,-0.00503999996875,13681498.455277592,1.7518812614364865e+28,3
10,-100,2.746802770990837,-2.9035340278944233,-64.19561235905536,14,0.001,10,-100,7.19984148603125,-13681390.347680788,1.7518258904757967e+28,3
10,-90,2.746802770990837,-2.9035340277723662,-64.19561235905536,14,0.001,10,-90,7.19984148603125,-5102647.5426145755,3.3896299548971134e+26,3
10,-80,2.7468027709908367,-2.90353409422467,-64.19561235905529,13,0.001,10,-80,7.19984148603125,-1674658.989963672,3.93256169888885e+24,3
10,-70,2.7468027709908367,-2.9035340285728535,-64.19561235905535,13,0.001,10,-70,6.566092252907126,200200705158382.1,8.03216119676164e+56,4
10,-60,2.7468027709908367,-2.9035340277723476,-64.19561235905537,13,0.001,10,-60,6.566092252907126,2108937396507.3953,9.89064823310568e+48,4
10,-50,2.746802770990837,-2.9035340365431876,-64.19561235905536,12,0.001,10,-50,6.566092252907126,7601273044.929015,1.6692267531979668e+39,4
10,-40,2.746802770990837,-2.9035340277723063,-64.19561235905536,12,0.001,10,-40,6.566092252907126,3854166.1860699463,1.1032952586523657e+26,4
10,-30,2.7468027709908367,-2.903534027956538,-64.19561235905537,11,0.001,10,-30,2.8086540775187716,-2.864122383960878,-64.11181433040971,100
10,-20,2.746802770990837,-2.9035340279356325,-64.19561235905536,10,0.001,10,-20,2.8086540775187716,-2.928032126805943,-64.12785540113923,100
10,-10,2.746802861138448,-2.903534034260637,-64.19561235905523,8,0.001,10,-10,2.8086540775187716,-2.9416896113151987,-64.11282110739432,100
10,0,2.746802861138448,0.1567312567803401,-24.833834296228467,8,0.001,10,0,2.8086540775187716,-0.5996323440811666,-29.283064013251188,100
10,10,2.746802861138448,2.746802861138448,-50.05889331056765,8,0.001,10,10,2.8086540775187716,2.8086540775187716,-49.94430577414011,100
10,20,2.746802770990837,2.7468027747526507,-50.05889331056788,10,0.001,10,20,2.8086540775187716,2.7895022503716413,-49.974487403296905,100
10,30,2.7468027709908367,2.7468027751538804,-50.05889331056788,11,0.001,10,30,2.8086540775187716,2.697256604253577,-49.9663389199375,100
10,40,2.746802770990837,2.7468027710424963,-50.05889331056788,12,0.001,10,40,6.566092252907126,-3856200.426050375,1.1056263930326894e+26,4
10,50,2.746802770990837,2.7468028859466163,-50.05889331056769,12,0.001,10,50,6.566092252907126,-7602997937.783982,1.6707424032596097e+39,4
10,60,2.7468027709908367,2.746802771044105,-50.05889331056789,13,0.001,10,60,6.566092252907126,-2109193506256.9722,9.895453597005684e+48,4
10,70,2.7468027709908367,2.7468027856593227,-50.05889331056788,13,0.001,10,70,6.566092252907126,-200215364060510.25,8.034513947662454e+56,4
10,80,2.7468027709908367,2.746803427444149,-50.05889331056158,13,0.001,10,80,7.19984148603125,1674685.641513624,3.932812045657241e+24,3
10,90,2.746802770990837,2.7468027710448357,-50.05889331056788,14,0.001,10,90,7.19984148603125,5102703.557121582,3.389778796513728e+26,3
10,100,2.746802770990837,2.7468027739191356,-50.05889331056788,14,0.001,10,100,7.19984148603125,13681498.455277592,1.7518812614364865e+28,3
20,-100,2.7468027709908367,-2.9035340278944233,-64.19561235905536,14,0.001,20,-100,4.223116638031249,-13681390.347680788,1.7518258904757967e+28,3
20,-90,2.7468027709908367,-2.9035340277723662,-64.19561235905536,14,0.001,20,-90,4.223116638031249,-5102647.5426145755,3.3896299548971134e+26,3
20,-80,2.746802770990837,-2.90353409422467,-64.19561235905529,13,0.001,20,-80,4.223116638031249,-1674658.989963672,3.93256169888885e+24,3
20,-70,2.746802770990837,-2.9035340285728535,-64.19561235905535,13,0.001,20,-70,4.137550348214795,200200705158382.1,8.03216119676164e+56,4
20,-60,2.746802770990837,-2.9035340277723476,-64.19561235905536,13,0.001,20,-60,4.137550348214795,2108937396507.3953,9.89064823310568e+48,4
20,-50,2.7468027709908367,-2.9035340365431876,-64.19561235905536,12,0.001,20,-50,4.137550348214795,7601273044.929015,1.6692267531979668e+39,4
20,-40,2.7468027709908367,-2.9035340277723063,-64.19561235905536,12,0.001,20,-40,4.137550348214795,3854166.1860699463,1.1032952586523657e+26,4
20,-30,2.746802770990837,-2.903534027956538,-64.19561235905536,11,0.001,20,-30,2.7895022503716413,-2.864122383960878,-64.14199595956651,100
20,-20,2.7468027747526507,-2.9035340279356325,-64.19561235905536,10,0.001,20,-20,2.7895022503716413,-2.928032126805943,-64.15803703029601,100
20,-10,2.7468027747526507,-2.903534027771177,-64.19561235905536,10,0.001,20,-10,2.7895022503716413,-2.9416896113151987,-64.14300273655113,100
20,0,2.7468027747526507,0.1567312567803401,-24.833834296228584,10,0.001,20,0,2.7895022503716413,-0.5996323440811666,-29.313245642407985,100
20,10,2.7468027747526507,2.746802770990837,-50.05889331056788,10,0.001,20,10,2.7895022503716413,2.8086540775187716,-49.974487403296905,100
20,20,2.7468027747526507,2.7468027747526507,-50.05889331056788,10,0.001,20,20,2.7895022503716413,2.7895022503716413,-50.004669032453705,100
20,30,2.746802770990837,2.7468027751538804,-50.05889331056788,11,0.001,20,30,2.7895022503716413,2.697256604253577,-49.9965205490943,100
20,40,2.7468027709908367,2.7468027710424963,-50.05889331056789,12,0.001,20,40,4.137550348214795,-3856200.426050375,1.1056263930326894e+26,4
20,50,2.7468027709908367,2.7468028859466163,-50.0588933105677,12,0.001,20,50,4.137550348214795,-7602997937.783982,1.6707424032596097e+39,4
20,60,2.746802770990837,2.746802771044105,-50.05889331056788,13,0.001,20,60,4.137550348214795,-2109193506256.9722,9.895453597005684e+48,4
20,70,2.746802770990837,2.7468027856593227,-50.05889331056788,13,0.001,20,70,4.137550348214795,-200215364060510.25,8.034513947662454e+56,4
20,80,2.746802770990837,2.746803427444149,-50.05889331056157,13,0.001,20,80,4.223116638031249,1674685.641513624,3.932812045657241e+24,3
20,90,2.7468027709908367,2.7468027710448357,-50.05889331056788,14,0.001,20,90,4.223116638031249,5102703.557121582,3.389778796513728e+26,3
20,100,2.7468027709908367,2.7468027739191356,-50.05889331056789,14,0.001,20,100,4.223116638031249,13681498.455277592,1.7518812614364865e+28,3
30,-100,2.746802770990837,-2.9035340278944233,-64.19561235905536,14,0.001,30,-100,2.1290151540312507,-13681390.347680788,1.7518258904757967e+28,3
30,-90,2.746802770990837,-2.9035340277723662,-64.19561235905536,14,0.001,30,-90,2.1290151540312507,-5102647.5426145755,3.3896299548971134e+26,3
30,-80,2.7468027709908367,-2.90353409422467,-64.19561235905529,13,0.001,30,-80,2.1290151540312507,-1674658.989963672,3.93256169888885e+24,3
30,-70,2.7468027709908367,-2.9035340285728535,-64.19561235905535,13,0.001,30,-70,2.141278998988117,200200705158382.1,8.03216119676164e+56,4
30,-60,2.7468027709908367,-2.9035340277723476,-64.19561235905537,13,0.001,30,-60,2.141278998988117,2108937396507.3953,9.89064823310568e+48,4
30,-50,2.746802770990837,-2.9035340365431876,-64.19561235905536,12,0.001,30,-50,2.141278998988117,7601273044.929015,1.6692267531979668e+39,4
30,-40,2.746802770990837,-2.9035340277723063,-64.19561235905536,12,0.001,30,-40,2.141278998988117,3854166.1860699463,1.1032952586523657e+26,4
30,-30,2.7468027751538804,-2.903534027956538,-64.19561235905536,11,0.001,30,-30,2.697256604253577,-2.864122383960878,-64.13384747620711,100
30,-20,2.7468027751538804,-2.903534027771177,-64.19561235905536,11,0.001,30,-20,2.697256604253577,-2.928032126805943,-64.14988854693661,100
30,-10,2.7468027751538804,-2.903534027771177,-64.19561235905536,11,0.001,30,-10,2.697256604253577,-2.9416896113151987,-64.13485425319172,100
30,0,2.7468027751538804,0.1567312567803401,-24.833834296228584,11,0.001,30,0,2.697256604253577,-0.5996323440811666,-29.30509715904858,100
30,10,2.7468027751538804,2.7468027709908367,-50.05889331056788,11,0.001,30,10,2.697256604253577,2.8086540775187716,-49.9663389199375,100
30,20,2.7468027751538804,2.746802770990837,-50.05889331056788,11,0.001,30,20,2.697256604253577,2.7895022503716413,-49.9965205490943,100
30,30,2.7468027751538804,2.7468027751538804,-50.05889331056788,11,0.001,30,30,2.697256604253577,2.697256604253577,-49.98837206573489,100
30,40,2.746802770990837,2.7468027710424963,-50.05889331056788,12,0.001,30,40,2.141278998988117,-3856200.426050375,1.1056263930326894e+26,4
30,50,2.746802770990837,2.7468028859466163,-50.05889331056769,12,0.001,30,50,2.141278998988117,-7602997937.783982,1.6707424032596097e+39,4
30,60,2.7468027709908367,2.746802771044105,-50.05889331056789,13,0.001,30,60,2.141278998988117,-2109193506256.9722,9.895453597005684e+48,4
30,70,2.7468027709908367,2.7468027856593227,-50.05889331056788,13,0.001,30,70,2.141278998988117,-200215364060510.25,8.034513947662454e+56,4
30,80,2.7468027709908367,2.746803427444149,-50.05889331056158,13,0.001,30,80,2.1290151540312507,1674685.641513624,3.932812045657241e+24,3
30,90,2.746802770990837,2.7468027710448357,-50.05889331056788,14,0.001,30,90,2.1290151540312507,5102703.557121582,3.389778796513728e+26,3
30,100,2.746802770990837,2.7468027739191356,-50.05889331056788,14,0.001,30,100,2.1290151540312507,13681498.455277592,1.7518812614364865e+28,3
40,-100,2.7468027709908367,-2.9035340278944233,-64.19561235905536,14,0.001,40,-100,1244.7744643320311,-13681390.347680788,1.751825890475797e+28,3
40,-90,2.7468027709908367,-2.9035340277723662,-64.19561235905536,14,0.001,40,-90,1244.7744643320311,-5102647.5426145755,3.389629954897125e+26,3
40,-80,2.746802770990837,-2.90353409422467,-64.19561235905529,13,0.001,40,-80,1244.7744643320311,-1674658.989963672,3.9325616988900505e+24,3
40,-70,2.746802770990837,-2.9035340285728535,-64.19561235905535,13,0.001,40,-70,-3856200.426050375,200200705158382.1,8.03216119676164e+56,4
40,-60,2.746802770990837,-2.9035340277723476,-64.19561235905536,13,0.001,40,-60,-3856200.426050375,2108937396507.3953,9.89064823310568e+48,4
40,-50,2.7468027710424963,-2.9035340365431876,-64.19561235905536,12,0.001,40,-50,-3856200.426050375,7601273044.929015,1.6692267531980774e+39,4
40,-40,2.7468027710424963,-2.9035340277723063,-64.19561235905536,12,0.001,40,-40,-3856200.426050375,3854166.1860699463,2.208921651685055e+26,4
40,-30,2.7468027710424963,-2.903534027771177,-64.19561235905536,12,0.001,40,-30,-3856200.426050375,-2.1398356965926006,1.1056263930326894e+26,4
40,-20,2.7468027710424963,-2.903534027771177,-64.19561235905536,12,0.001,40,-20,-3856200.426050375,-4.15120176739344,1.1056263930326894e+26,4
40,-10,2.7468027710424963,-2.903534027771177,-64.19561235905536,12,0.001,40,-10,-3856200.426050375,-6.576787331754026,1.1056263930326894e+26,4
40,0,2.7468027710424963,0.1567312567803401,-24.833834296228588,12,0.001,40,0,-3856200.426050375,-0.007620639712201877,1.1056263930326894e+26,4
40,10,2.7468027710424963,2.746802770990837,-50.05889331056788,12,0.001,40,10,-3856200.426050375,6.566092252907126,1.1056263930326894e+26,4
40,20,2.7468027710424963,2.7468027709908367,-50.05889331056789,12,0.001,40,20,-3856200.426050375,4.137550348214795,1.1056263930326894e+26,4
40,30,2.7468027710424963,2.746802770990837,-50.05889331056788,12,0.001,40,30,-3856200.426050375,2.141278998988117,1.1056263930326894e+26,4
40,40,2.7468027710424963,2.7468027710424963,-50.05889331056789,12,0.001,40,40,-3856200.426050375,-3856200.426050375,2.211252786065379e+26,4
40,50,2.7468027710424963,2.7468028859466163,-50.0588933105677,12,0.001,40,50,-3856200.426050375,-7602997937.783982,1.6707424032597203e+39,4
40,60,2.746802770990837,2.746802771044105,-50.05889331056788,13,0.001,40,60,-3856200.426050375,-2109193506256.9722,9.895453597005684e+48,4
40,70,2.746802770990837,2.7468027856593227,-50.05889331056788,13,0.001,40,70,-3856200.426050375,-200215364060510.25,8.034513947662454e+56,4
40,80,2.746802770990837,2.746803427444149,-50.05889331056157,13,0.001,40,80,1244.7744643320311,1674685.641513624,3.9328120456584414e+24,3
40,90,2.7468027709908367,2.7468027710448357,-50.05889331056788,14,0.001,40,90,1244.7744643320311,5102703.557121582,3.38977879651374e+26,3
40,100,2.7468027709908367,2.7468027739191356,-50.05889331056789,14,0.001,40,100,1244.7744643320311,13681498.455277592,1.7518812614364867e+28,3
50,-100,2.746802770990837,-2.9035340278944233,-64.19561235905536,14,0.001,50,-100,15606.969953070036,-13681390.347680788,1.7518258904787632e+28,3
50,-90,2.746802770990837,-2.9035340277723662,-64.19561235905536,14,0.001,50,-90,15606.969953070036,-5102647.5426145755,3.389629955193764e+26,3
50,-80,2.7468027709908442,-2.90353409422467,-64.19561235905529,13,0.001,50,-80,15606.969953070036,-1674658.989963672,3.93256172855385e+24,3
50,-70,2.7468027709908442,-2.9035340285728535,-64.19561235905535,13,0.001,50,-70,-7602997937.783982,200200705158382.1,8.03216119676164e+56,4
50,-60,2.7468027709908442,-2.9035340277723476,-64.19561235905536,13,0.001,50,-60,-7602997937.783982,2108937396507.3953,9.890648234776422e+48,4
50,-50,2.7468028859466163,-2.9035340365431876,-64.19561235905516,12,0.001,50,-50,-7602997937.783982,7601273044.929015,3.339969156457576e+39,4
50,-40,2.7468028859466163,-2.9035340277723063,-64.19561235905516,12,0.001,50,-40,-7602997937.783982,3854166.1860699463,1.67074240325972e+39,4
50,-30,2.7468028859466163,-2.903534027771177,-64.19561235905516,12,0.001,50,-30,-7602997937.783982,-2.1398356965926006,1.6707424032596097e+39,4
50,-20,2.7468028859466163,-2.903534027771177,-64.19561235905516,12,0.001,50,-20,-7602997937.783982,-4.15120176739344,1.6707424032596097e+39,4
50,-10,2.7468028859466163,-2.903534027771177,-64.19561235905516,12,0.001,50,-10,-7602997937.783982,-6.576787331754026,1.6707424032596097e+39,4
50,0,2.7468028859466163,0.1567312567803401,-24.833834296228392,12,0.001,50,0,-7602997937.783982,-0.007620639712201877,1.6707424032596097e+39,4
50,10,2.7468028859466163,2.746802770990837,-50.05889331056769,12,0.001,50,10,-7602997937.783982,6.566092252907126,1.6707424032596097e+39,4
50,20,2.7468028859466163,2.7468027709908367,-50.0588933105677,12,0.001,50,20,-7602997937.783982,4.137550348214795,1.6707424032596097e+39,4
50,30,2.7468028859466163,2.746802770990837,-50.05889331056769,12,0.001,50,30,-7602997937.783982,2.141278998988117,1.6707424032596097e+39,4
50,40,2.7468028859466163,2.7468027710424963,-50.0588933105677,12,0.001,50,40,-7602997937.783982,-3856200.426050375,1.6707424032597203e+39,4
50,50,2.7468028859466163,2.7468028859466163,-50.0588933105675,12,0.001,50,50,-7602997937.783982,-7602997937.783982,3.3414848065192193e+39,4
50,60,2.7468027709908442,2.746802771044105,-50.05889331056788,13,0.001,50,60,-7602997937.783982,-2109193506256.9722,9.895453598676426e+48,4
50,70,2.7468027709908442,2.7468027856593227,-50.05889331056788,13,0.001,50,70,-7602997937.783982,-200215364060510.25,8.034513947662454e+56,4
50,80,2.7468027709908442,2.746803427444149,-50.05889331056157,13,0.001,50,80,15606.969953070036,1674685.641513624,3.932812075322241e+24,3
50,90,2.746802770990837,2.7468027710448357,-50.05889331056788,14,0.001,50,90,15606.969953070036,5102703.557121582,3.3897787968103784e+26,3
50,100,2.746802770990837,2.7468027739191356,-50.05889331056788,14,0.001,50,100,15606.969953070036,13681498.455277592,1.751881261439453e+28,3
60,-100,2.746802770990837,-2.9035340278944233,-64.19561235905536,14,0.001,60,-100,101787.74279586606,-13681390.347680788,1.7518258958430482e+28,3
60,-90,2.746802770990837,-2.9035340277723662,-64.19561235905536,14,0.001,60,-90,101787.74279586606,-5102647.5426145755,3.389630491622254e+26,3
60,-80,2.746802771044105,-2.90353409422467,-64.19561235905529,13,0.001,60,-80,101787.74279586606,-1674658.989963672,3.9326153714029294e+24,3
60,-70,2.746802771044105,-2.9035340285728535,-64.19561235905535,13,0.001,60,-70,-2109193506256.9722,200200705158382.1,8.032161295716177e+56,4
60,-60,2.746802771044105,-2.9035340277723476,-64.19561235905537,13,0.001,60,-60,-2109193506256.9722,2108937396507.3953,1.9786101830111364e+49,4
60,-50,2.746802771044105,-2.903534027771177,-64.19561235905536,13,0.001,60,-50,-2109193506256.9722,7601273044.929015,9.895453598674911e+48,4
60,-40,2.746802771044105,-2.903534027771177,-64.19561235905536,13,0.001,60,-40,-2109193506256.9722,3854166.1860699463,9.895453597005684e+48,4
60,-30,2.746802771044105,-2.903534027771177,-64.19561235905536,13,0.001,60,-30,-2109193506256.9722,-2.1398356965926006,9.895453597005684e+48,4
60,-20,2.746802771044105,-2.903534027771177,-64.19561235905536,13,0.001,60,-20,-2109193506256.9722,-4.15120176739344,9.895453597005684e+48,4
60,-10,2.746802771044105,-2.903534027771177,-64.19561235905536,13,0.001,60,-10,-2109193506256.9722,-6.576787331754026,9.895453597005684e+48,4
60,0,2.746802771044105,0.1567312567803401,-24.833834296228588,13,0.001,60,0,-2109193506256.9722,-0.007620639712201877,9.895453597005684e+48,4
60,10,2.746802771044105,2.7468027709908367,-50.05889331056789,13,0.001,60,10,-2109193506256.9722,6.566092252907126,9.895453597005684e+48,4
60,20,2.746802771044105,2.746802770990837,-50.05889331056788,13,0.001,60,20,-2109193506256.9722,4.137550348214795,9.895453597005684e+48,4
60,30,2.746802771044105,2.7468027709908367,-50.05889331056789,13,0.001,60,30,-2109193506256.9722,2.141278998988117,9.895453597005684e+48,4
60,40,2.746802771044105,2.746802770990837,-50.05889331056788,13,0.001,60,40,-2109193506256.9722,-3856200.426050375,9.895453597005684e+48,4
60,50,2.746802771044105,2.7468027709908442,-50.05889331056788,13,0.001,60,50,-2109193506256.9722,-7602997937.783982,9.895453598676426e+48,4
60,60,2.746802771044105,2.746802771044105,-50.05889331056789,13,0.001,60,60,-2109193506256.9722,-2109193506256.9722,1.9790907194011368e+49,4
60,70,2.746802771044105,2.7468027856593227,-50.05889331056788,13,0.001,60,70,-2109193506256.9722,-200215364060510.25,8.03451404661699e+56,4
60,80,2.746802771044105,2.746803427444149,-50.05889331056158,13,0.001,60,80,101787.74279586606,1674685.641513624,3.9328657181713204e+24,3
60,90,2.746802770990837,2.7468027710448357,-50.05889331056788,14,0.001,60,90,101787.74279586606,5102703.557121582,3.389779333238869e+26,3
60,100,2.746802770990837,2.7468027739191356,-50.05889331056788,14,0.001,60,100,101787.74279586606,13681498.455277592,1.751881266803738e+28,3
70,-100,2.746802770990837,-2.9035340278944233,-64.19561235905536,14,0.001,70,-100,464325.4291968181,-13681390.347680788,1.7518282146029232e+28,3
70,-90,2.746802770990837,-2.9035340277723662,-64.19561235905536,14,0.001,70,-90,464325.4291968181,-5102647.5426145755,3.389862367609767e+26,3
70,-80,2.7468027856593227,-2.90353409422467,-64.19561235905529,13,0.001,70,-80,464325.4291968181,-1674658.989963672,3.9558029701541855e+24,3
70,-70,2.7468027856593227,-2.9035340285728535,-64.19561235905535,13,0.001,70,-70,-200215364060510.25,200200705158382.1,1.6066675144424095e+57,4
70,-60,2.7468027856593227,-2.9035340277723476,-64.19561235905536,13,0.001,70,-60,-200215364060510.25,2108937396507.3953,8.034514046568937e+56,4
70,-50,2.7468027856593227,-2.903534027771177,-64.19561235905535,13,0.001,70,-50,-200215364060510.25,7601273044.929015,8.034513947662454e+56,4
70,-40,2.7468027856593227,-2.903534027771177,-64.19561235905535,13,0.001,70,-40,-200215364060510.25,3854166.1860699463,8.034513947662454e+56,4
70,-30,2.7468027856593227,-2.903534027771177,-64.19561235905535,13,0.001,70,-30,-200215364060510.25,-2.1398356965926006,8.034513947662454e+56,4
70,-20,2.7468027856593227,-2.903534027771177,-64.19561235905535,13,0.001,70,-20,-200215364060510.25,-4.15120176739344,8.034513947662454e+56,4
70,-10,2.7468027856593227,-2.903534027771177,-64.19561235905535,13,0.001,70,-10,-200215364060510.25,-6.576787331754026,8.034513947662454e+56,4
70,0,2.7468027856593227,0.1567312567803401,-24.83383429622858,13,0.001,70,0,-200215364060510.25,-0.007620639712201877,8.034513947662454e+56,4
70,10,2.7468027856593227,2.7468027709908367,-50.05889331056788,13,0.001,70,10,-200215364060510.25,6.566092252907126,8.034513947662454e+56,4
70,20,2.7468027856593227,2.746802770990837,-50.05889331056788,13,0.001,70,20,-200215364060510.25,4.137550348214795,8.034513947662454e+56,4
70,30,2.7468027856593227,2.7468027709908367,-50.05889331056788,13,0.001,70,30,-200215364060510.25,2.141278998988117,8.034513947662454e+56,4
